challengeID,materialHardship
4041,0.090909091
4044,0.090909091
4046,0.181818182
4047,0
4050,0
4055,0
4057,0.363636364
4065,0.545454545
4066,0
4067,0.181818182
4070,0.090909091
4079,0.454545455
4084,0.090909091
4085,0
4089,0
4092,0.727272727
4094,0
4095,0
4096,0.090909091
4099,0
4101,0
4104,0
4107,0.272727273
4114,0
4115,0
4116,0
4117,0
4120,0
4123,0.090909091
4124,0
4126,0
4134,0
4143,0
4144,0.090909091
4145,0.272727273
4148,0
4149,0
4152,0.181818182
4154,0
4156,0
4161,0.454545455
4163,0
4169,0
4171,0.090909091
4174,0
4175,0
4176,0.727272727
4180,0
4186,0
4189,0.363636364
4190,0.363636364
4195,0
4196,0.181818182
4208,0
4209,0
4218,0.181818182
4219,0
4223,0
4226,0
4228,0
4230,0.181818182
4231,0.454545455
4233,0
4234,0
4237,0
4242,0
